Year,loc,Type,TrialNumber,PlotNumber,col,row,rep,Entry,DH,DM,PHMean,TKW,GYH
2022,Debremarkose,DM22FBNHP01,1,11,2,2,1,20,69,125,110.33,39.2,4180
2022,Debremarkose,DM22FBNHP01,1,12,1,2,1,12,68,123,106.33,36.8,5847.5
2022,Debremarkose,DM22FBNHP01,1,13,1,3,1,24,69,125,117,37.6,5767.5
2022,Debremarkose,DM22FBNHP01,1,14,2,3,1,19,64,124,88.33,38.4,3277.5
2022,Debremarkose,DM22FBNHP01,1,15,3,3,1,4,69,123,118.33,36.8,4780
2022,Debremarkose,DM22FBNHP01,1,16,4,3,1,9,81,135,126.67,33.6,3135
2022,Debremarkose,DM22FBNHP01,1,17,5,3,1,33,69,125,110.67,37.2,3270
2022,Debremarkose,DM22FBNHP01,1,18,6,3,1,18,73,130,123.67,47.2,4422.5
2022,Debremarkose,DM22FBNHP01,1,19,1,4,1,22,76,131,121.33,32.4,3322.5
2022,Debremarkose,DM22FBNHP01,1,20,2,4,1,21,76,131,123.67,42.8,5452.5
2022,Debremarkose,DM22FBNHP01,1,21,3,4,1,17,72,130,103.67,31.6,4250
2022,Debremarkose,DM22FBNHP01,1,22,4,4,1,11,69,123,110.67,42.4,3757.5
2022,Debremarkose,DM22FBNHP01,1,23,5,4,1,26,69,123,113.33,41.2,3890
2022,Debremarkose,DM22FBNHP01,1,24,6,4,1,1,69,123,102.67,41.6,5547.5
2022,Debremarkose,DM22FBNHP01,1,25,6,5,1,8,69,123,111,37.2,4715
2022,Debremarkose,DM22FBNHP01,1,26,5,5,1,6,72,125,122,50.8,4412.5
2022,Debremarkose,DM22FBNHP01,1,27,4,5,1,25,64,123,79,29.6,3820
2022,Debremarkose,DM22FBNHP01,1,28,3,5,1,28,67,123,118,32.8,4150
2022,Debremarkose,DM22FBNHP01,1,29,2,5,1,23,72,124,106,40,4845
2022,Debremarkose,DM22FBNHP01,1,30,1,5,1,15,76,130,122.33,26.4,3452.5
2022,Debremarkose,DM22FBNHP01,1,31,1,6,1,27,67,127,85.33,36,3085
2022,Debremarkose,DM22FBNHP01,1,32,2,6,1,30,73,130,103.33,52,4240
2022,Debremarkose,DM22FBNHP01,1,33,3,6,1,3,67,128,115,41.2,4085
2022,Debremarkose,DM22FBNHP01,1,34,4,6,1,36,76,130,110.33,46.8,4267.5
2022,Debremarkose,DM22FBNHP01,1,35,5,6,1,16,73,125,99.33,34.4,3735
2022,Debremarkose,DM22FBNHP01,1,36,6,6,1,31,68,123,73.67,32,2322.5
2022,Debremarkose,DM22FBNHP01,1,37,1,7,2,7,67,123,106.67,42,4680
2022,Debremarkose,DM22FBNHP01,1,38,2,7,2,31,66,123,83.67,26.8,3597.5
2022,Debremarkose,DM22FBNHP01,1,39,3,7,2,12,69,117,97,38.8,5007.5
2022,Debremarkose,DM22FBNHP01,1,40,4,7,2,1,69,127,107,36.8,4565
2022,Debremarkose,DM22FBNHP01,1,41,5,7,2,18,76,130,127,44.4,4222.5
2022,Debremarkose,DM22FBNHP01,1,42,6,7,2,15,77,125,126.33,39.2,4155
2022,Debremarkose,DM22FBNHP01,1,43,6,8,2,34,73,135,119,36,4005
2022,Debremarkose,DM22FBNHP01,1,44,5,8,2,27,67,125,98.33,27.6,2865
2022,Debremarkose,DM22FBNHP01,1,45,4,8,2,32,71,125,104,34,4875
2022,Debremarkose,DM22FBNHP01,1,46,3,8,2,22,76,130,132.67,30.8,3052.5
2022,Debremarkose,DM22FBNHP01,1,47,2,8,2,24,72,130,116.33,34,3572.5
2022,Debremarkose,DM22FBNHP01,1,48,1,8,2,8,68,125,115,39.2,4865
2022,Debremarkose,DM22FBNHP01,1,49,1,9,2,13,76,130,108.33,29.2,3357.5
2022,Debremarkose,DM22FBNHP01,1,50,2,9,2,36,74,130,123.33,43.6,4390
2022,Debremarkose,DM22FBNHP01,1,51,3,9,2,5,69,125,115.33,40.4,4697.5
2022,Debremarkose,DM22FBNHP01,1,52,4,9,2,11,73,125,128,42,4770
2022,Debremarkose,DM22FBNHP01,1,53,5,9,2,9,78,130,116.67,33.6,2610
2022,Debremarkose,DM22FBNHP01,1,54,6,9,2,28,69,125,119.33,32.8,4040
2022,Debremarkose,DM22FBNHP01,1,55,1,10,2,10,74,130,133,51.6,3335
2022,Debremarkose,DM22FBNHP01,1,56,2,10,2,3,69,126,114.67,38.4,4022.5
2022,Debremarkose,DM22FBNHP01,1,57,3,10,2,35,72,127,108.67,38,3462.5
2022,Debremarkose,DM22FBNHP01,1,58,4,10,2,17,72,127,105.33,29.6,3610
2022,Debremarkose,DM22FBNHP01,1,59,5,10,2,4,68,123,116.67,38.4,4450
2022,Debremarkose,DM22FBNHP01,1,60,6,10,2,25,68,125,84.33,27.6,4260
2022,Debremarkose,DM22FBNHP01,1,61,6,11,2,2,72,125,115.67,33.6,3972.5
2022,Debremarkose,DM22FBNHP01,1,62,5,11,2,30,72,127,105.67,50,4415
2022,Debremarkose,DM22FBNHP01,1,63,4,11,2,14,66,123,108,43.6,3827.5
2022,Debremarkose,DM22FBNHP01,1,64,3,11,2,21,76,130,124.33,48,4860
2022,Debremarkose,DM22FBNHP01,1,65,2,11,2,19,69,127,93,38.4,3922.5
2022,Debremarkose,DM22FBNHP01,1,66,1,11,2,6,72,125,117.67,50.8,3957.5
2022,Debremarkose,DM22FBNHP01,1,67,1,12,2,29,72,133,63.67,27.6,1795
2022,Debremarkose,DM22FBNHP01,1,68,2,12,2,16,74,130,82,33.2,3200
2022,Debremarkose,DM22FBNHP01,1,69,3,12,2,20,77,127,89.33,44,2640
2022,Debremarkose,DM22FBNHP01,1,70,4,12,2,26,72,125,96.33,42.4,3592.5
2022,Debremarkose,DM22FBNHP01,1,71,5,12,2,33,69,125,98.67,41.2,3327.5
2022,Debremarkose,DM22FBNHP01,1,72,6,12,2,23,72,125,88.67,40,4065
2022,Debremarkose,DM22FBNHP01,1,73,1,13,3,2,72,127,105.33,35.6,4260
2022,Debremarkose,DM22FBNHP01,1,74,2,13,3,36,76,127,111.67,48.8,4892.5
2022,Debremarkose,DM22FBNHP01,1,75,3,13,3,20,76,128,105.67,41.2,3190
2022,Debremarkose,DM22FBNHP01,1,76,4,13,3,22,76,130,108,32.8,3020
2022,Debremarkose,DM22FBNHP01,1,77,5,13,3,18,76,130,106.67,47.6,4695
2022,Debremarkose,DM22FBNHP01,1,78,6,13,3,25,71,130,97,26.4,4000
2022,Debremarkose,DM22FBNHP01,1,79,6,14,3,13,76,130,106,34,3310
2022,Debremarkose,DM22FBNHP01,1,80,5,14,3,27,68,127,99.67,28.4,3395
2022,Debremarkose,DM22FBNHP01,1,81,4,14,3,35,70,127,102.67,42,4242.5
2022,Debremarkose,DM22FBNHP01,1,82,3,14,3,1,69,125,103,34.8,4125
2022,Debremarkose,DM22FBNHP01,1,83,2,14,3,33,71,123,113.67,37.2,4132.5
2022,Debremarkose,DM22FBNHP01,1,84,1,14,3,6,73,130,115.67,48,3917.5
2022,Debremarkose,DM22FBNHP01,1,85,1,15,3,7,67,125,123.33,39.6,4730
2022,Debremarkose,DM22FBNHP01,1,86,2,15,3,16,72,130,103.67,29.2,3192.5
2022,Debremarkose,DM22FBNHP01,1,87,3,15,3,5,69,126,111.33,37.2,4820
2022,Debremarkose,DM22FBNHP01,1,88,4,15,3,17,72,127,100.33,28,3800
2022,Debremarkose,DM22FBNHP01,1,89,5,15,3,19,68,129,94,39.6,2740
2022,Debremarkose,DM22FBNHP01,1,90,6,15,3,8,69,125,105.33,35.2,4292.5
2022,Debremarkose,DM22FBNHP01,1,91,1,16,3,29,72,125,80,29.2,1990
2022,Debremarkose,DM22FBNHP01,1,92,2,16,3,3,68,125,107,38.8,4602.5
2022,Debremarkose,DM22FBNHP01,1,93,3,16,3,32,70,127,104,35.6,5040
2022,Debremarkose,DM22FBNHP01,1,94,4,16,3,21,79,130,123.33,45.6,4397.5
2022,Debremarkose,DM22FBNHP01,1,95,5,16,3,9,81,135,120.67,34,3317.5
2022,Debremarkose,DM22FBNHP01,1,96,6,16,3,15,78,131,131,26,4105
2022,Debremarkose,DM22FBNHP01,1,97,6,17,3,34,74,127,107.67,37.6,2575
2022,Debremarkose,DM22FBNHP01,1,98,5,17,3,31,66,125,84.67,26.8,2650
2022,Debremarkose,DM22FBNHP01,1,99,4,17,3,14,67,123,107.67,44.8,4145
2022,Debremarkose,DM22FBNHP01,1,100,3,17,3,26,73,125,111.67,43.6,4482.5
2022,Debremarkose,DM22FBNHP01,1,101,2,17,3,4,69,125,112.67,36.8,4860
2022,Debremarkose,DM22FBNHP01,1,102,1,17,3,28,69,125,102,31.6,3190
2022,Debremarkose,DM22FBNHP01,1,103,1,18,3,10,76,130,126.33,52.8,2845
2022,Debremarkose,DM22FBNHP01,1,104,2,18,3,30,72,128,106,50.4,4265
2022,Debremarkose,DM22FBNHP01,1,105,3,18,3,12,69,125,103,40.8,4397.5
2022,Debremarkose,DM22FBNHP01,1,106,4,18,3,11,71,126,117,46,4775
2022,Debremarkose,DM22FBNHP01,1,107,5,18,3,24,72,126,108.67,39.6,4732.5
2022,Debremarkose,DM22FBNHP01,1,108,6,18,3,23,71,127,94.67,38.4,4080
2022,Gonder,GO22FBNHP01,1,1,1,1,1,36,81,142,88.8,48.4,3392.9
2022,Gonder,GO22FBNHP01,1,2,2,1,1,30,77,139,95.1,51.2,3268.26
2022,Gonder,GO22FBNHP01,1,3,3,1,1,27,72,129,80.5,36.6,3137.45
2022,Gonder,GO22FBNHP01,1,4,4,1,1,28,69,133,86.8,35.4,2743.73
2022,Gonder,GO22FBNHP01,1,5,5,1,1,15,78,140,86.3,30.8,3656.01
2022,Gonder,GO22FBNHP01,1,6,6,1,1,17,76,137,83.3,34.2,3206.65
2022,Gonder,GO22FBNHP01,1,7,6,2,1,1,71,138,96.3,42,6637.47
2022,Gonder,GO22FBNHP01,1,8,5,2,1,23,73,141,81.7,42.4,4747.09
2022,Gonder,GO22FBNHP01,1,9,4,2,1,11,76,113,99.8,48,4617.51
2022,Gonder,GO22FBNHP01,1,10,3,2,1,35,78,140,89.5,44,3614.92
2022,Gonder,GO22FBNHP01,1,11,2,2,1,4,76,135,87,40.8,3275.61
2022,Gonder,GO22FBNHP01,1,12,1,2,1,29,74,132,63.7,29.8,3028.7
2022,Gonder,GO22FBNHP01,1,13,1,3,1,26,78,137,85.9,42,2400.41
2022,Gonder,GO22FBNHP01,1,14,2,3,1,7,69,133,94.6,40.6,3099.48
2022,Gonder,GO22FBNHP01,1,15,3,3,1,3,67,132,88.4,40,3490.37
2022,Gonder,GO22FBNHP01,1,16,4,3,1,12,73,133,83.7,35.6,2642.79
2022,Gonder,GO22FBNHP01,1,17,5,3,1,10,81,141,119.8,51.6,3592.85
2022,Gonder,GO22FBNHP01,1,18,6,3,1,2,74,139,95.2,38.4,4548.43
2022,Gonder,GO22FBNHP01,1,19,1,4,1,20,82,137,82.8,42.8,2623.63
2022,Gonder,GO22FBNHP01,1,20,2,4,1,34,78,138,96.8,38.8,4074.16
2022,Gonder,GO22FBNHP01,1,21,3,4,1,24,75,138,97.6,34.6,3483.89
2022,Gonder,GO22FBNHP01,1,22,4,4,1,19,76,133,72.9,37.2,2013.37
2022,Gonder,GO22FBNHP01,1,23,5,4,1,18,77,136,102.8,46,2776.9
2022,Gonder,GO22FBNHP01,1,24,6,4,1,21,81,142,96,44.6,2778.17
2022,Gonder,GO22FBNHP01,1,25,6,5,1,32,79,141,79.6,37.6,4224.4
2022,Gonder,GO22FBNHP01,1,26,5,5,1,5,77,137,85.7,42.4,3698.86
2022,Gonder,GO22FBNHP01,1,27,4,5,1,22,82,141,88.2,33.2,1919.9
2022,Gonder,GO22FBNHP01,1,28,3,5,1,13,77,134,83.7,34,2509.15
2022,Gonder,GO22FBNHP01,1,29,2,5,1,33,76,138,87.2,48,3262.71
2022,Gonder,GO22FBNHP01,1,30,1,5,1,16,78,138,80.6,33.4,2841.1
2022,Gonder,GO22FBNHP01,1,31,1,6,1,31,73,132,66.4,35,3373.05
2022,Gonder,GO22FBNHP01,1,32,2,6,1,9,87,141,98.3,41.6,3547.03
2022,Gonder,GO22FBNHP01,1,33,3,6,1,6,81,142,100.2,54,3870.05
2022,Gonder,GO22FBNHP01,1,34,4,6,1,14,66,132,86.9,47.4,3500.45
2022,Gonder,GO22FBNHP01,1,35,5,6,1,8,76,137,83.7,39.8,3048.96
2022,Gonder,GO22FBNHP01,1,36,6,6,1,25,77,138,62.3,29.4,3216.54
2022,Gonder,GO22FBNHP01,1,37,1,7,2,4,72,133,93.1,40.2,4746.42
2022,Gonder,GO22FBNHP01,1,38,2,7,2,10,76,141,114.2,52,4337.22
2022,Gonder,GO22FBNHP01,1,39,3,7,2,15,77,137,103.3,30.4,5086.73
2022,Gonder,GO22FBNHP01,1,40,4,7,2,8,69,127,84.2,35.2,3399.52
2022,Gonder,GO22FBNHP01,1,41,5,7,2,33,67,132,81.4,44.4,3116.69
2022,Gonder,GO22FBNHP01,1,42,6,7,2,18,75,133,99.5,45.4,2769.76
2022,Gonder,GO22FBNHP01,1,43,6,8,2,29,73,127,65.9,26.6,3233.83
2022,Gonder,GO22FBNHP01,1,44,5,8,2,2,73,132,85.3,31.8,2037.76
2022,Gonder,GO22FBNHP01,1,45,4,8,2,17,78,129,77.8,28.6,2869.11
2022,Gonder,GO22FBNHP01,1,46,3,8,2,25,69,129,64.4,25.6,3465.74
2022,Gonder,GO22FBNHP01,1,47,2,8,2,16,77,140,85,34.8,4919.75
2022,Gonder,GO22FBNHP01,1,48,1,8,2,21,81,141,102.4,44,4993.71
2022,Gonder,GO22FBNHP01,1,49,1,9,2,11,73,140,98.6,43.6,4192.82
2022,Gonder,GO22FBNHP01,1,50,2,9,2,3,69,137,92.8,41.2,4402.03
2022,Gonder,GO22FBNHP01,1,51,3,9,2,27,67,132,85.3,33.4,3679.35
2022,Gonder,GO22FBNHP01,1,52,4,9,2,6,76,139,94.5,49.8,2451.11
2022,Gonder,GO22FBNHP01,1,53,5,9,2,22,80,139,88.9,33.4,1349.93
2022,Gonder,GO22FBNHP01,1,54,6,9,2,24,71,133,93.3,35.2,3033.11
2022,Gonder,GO22FBNHP01,1,55,1,10,2,23,67,135,67,39,3427.89
2022,Gonder,GO22FBNHP01,1,56,2,10,2,7,67,136,92.4,43,3646.27
2022,Gonder,GO22FBNHP01,1,57,3,10,2,30,73,140,105.3,53.4,5405.46
2022,Gonder,GO22FBNHP01,1,58,4,10,2,9,85,142,98.6,39,3299.8
2022,Gonder,GO22FBNHP01,1,59,5,10,2,5,75,137,88,40.2,4963.47
2022,Gonder,GO22FBNHP01,1,60,6,10,2,34,77,138,93.1,36.6,4231.65
2022,Gonder,GO22FBNHP01,1,61,6,11,2,1,73,134,85.4,38.2,4160.32
2022,Gonder,GO22FBNHP01,1,62,5,11,2,26,76,138,90.6,43,2973.39
2022,Gonder,GO22FBNHP01,1,63,4,11,2,36,79,141,86.9,44.8,2405.88
2022,Gonder,GO22FBNHP01,1,64,3,11,2,31,68,126,68,34.2,3084.24
2022,Gonder,GO22FBNHP01,1,65,2,11,2,32,76,132,67.6,30.4,2094.21
2022,Gonder,GO22FBNHP01,1,66,1,11,2,20,80,137,74.9,44.8,2457.6
2022,Gonder,GO22FBNHP01,1,67,1,12,2,35,76,138,88.7,41.6,2888.21
2022,Gonder,GO22FBNHP01,1,68,2,12,2,12,69,133,80.9,38,2693.63
2022,Gonder,GO22FBNHP01,1,69,3,12,2,28,69,131,87.7,32.4,2509.83
2022,Gonder,GO22FBNHP01,1,70,4,12,2,14,65,134,93,45.2,3044.8
2022,Gonder,GO22FBNHP01,1,71,5,12,2,13,80,136,80.4,33.4,2192.38
2022,Gonder,GO22FBNHP01,1,72,6,12,2,19,76,,71.4,39.6,2675.45
2022,Gonder,GO22FBNHP01,1,73,1,13,3,1,70,128,78.9,37.2,3365.11
2022,Gonder,GO22FBNHP01,1,74,2,13,3,12,68,132,81.8,41,3449.66
2022,Gonder,GO22FBNHP01,1,75,3,13,3,15,79,134,98.1,27.2,2829.08
2022,Gonder,GO22FBNHP01,1,76,4,13,3,9,84,142,96.3,37,1697.31
2022,Gonder,GO22FBNHP01,1,77,5,13,3,22,81,139,106.4,35.2,2911.38
2022,Gonder,GO22FBNHP01,1,78,6,13,3,21,81,137,105.5,41,3087.77
2022,Gonder,GO22FBNHP01,1,79,6,14,3,4,72,127,87.1,32.8,1605.72
2022,Gonder,GO22FBNHP01,1,80,5,14,3,7,68,131,91.5,42.8,2251.95
2022,Gonder,GO22FBNHP01,1,81,4,14,3,17,76,133,82,32.6,3045.59
2022,Gonder,GO22FBNHP01,1,82,3,14,3,6,74,137,91.6,50.8,2629
2022,Gonder,GO22FBNHP01,1,83,2,14,3,13,78,135,78,37.4,2322.76
2022,Gonder,GO22FBNHP01,1,84,1,14,3,20,77,138,81.4,44.4,2527.04
2022,Gonder,GO22FBNHP01,1,85,1,15,3,35,73,137,87,42.6,2949.21
2022,Gonder,GO22FBNHP01,1,86,2,15,3,2,72,127,74.6,30.6,1937.97
2022,Gonder,GO22FBNHP01,1,87,3,15,3,30,73,133,82.4,45.8,2423.08
2022,Gonder,GO22FBNHP01,1,88,4,15,3,31,66,121,56.9,31.6,1843.2
2022,Gonder,GO22FBNHP01,1,89,5,15,3,33,71,133,80.7,42.6,2489.97
2022,Gonder,GO22FBNHP01,1,90,6,15,3,24,73,132,89.6,33,2337.34
2022,Gonder,GO22FBNHP01,1,91,1,16,3,29,73,127,62.7,26.2,2932.1
2022,Gonder,GO22FBNHP01,1,92,2,16,3,3,68,132,101,40.2,3472.99
2022,Gonder,GO22FBNHP01,1,93,3,16,3,36,76,138,93.1,46.4,2942.59
2022,Gonder,GO22FBNHP01,1,94,4,16,3,14,63,128,87.5,41.8,1954.44
2022,Gonder,GO22FBNHP01,1,95,5,16,3,5,73,130,80.2,37.2,2801.52
2022,Gonder,GO22FBNHP01,1,96,6,16,3,18,75,137,95.9,46.4,2705.85
2022,Gonder,GO22FBNHP01,1,97,6,17,3,23,70,133,75.3,40,2942.41
2022,Gonder,GO22FBNHP01,1,98,5,17,3,26,73,135,90.9,44.4,3080.91
2022,Gonder,GO22FBNHP01,1,99,4,17,3,27,67,122,77.1,34.2,2960.84
2022,Gonder,GO22FBNHP01,1,100,3,17,3,8,69,123,84,37.4,3535.68
2022,Gonder,GO22FBNHP01,1,101,2,17,3,16,76,135,77.2,32.8,2475.65
2022,Gonder,GO22FBNHP01,1,102,1,17,3,19,71,135,74,40.4,2212.1
2022,Gonder,GO22FBNHP01,1,103,1,18,3,11,71,137,99.6,46.8,2476.65
2022,Gonder,GO22FBNHP01,1,104,2,18,3,10,77,138,111.9,54,2778.5
2022,Gonder,GO22FBNHP01,1,105,3,18,3,28,68,131,86.7,33,3164.82
2022,Gonder,GO22FBNHP01,1,106,4,18,3,25,68,125,62.8,26.4,2416.9
2022,Gonder,GO22FBNHP01,1,107,5,18,3,32,73,128,66.5,27,2845.25
2022,Gonder,GO22FBNHP01,1,108,6,18,3,34,74,130,84.3,33.6,2499.18
